subject,trial,dimension,item_set,test_form,item,distractor,accuracy,rt,logrt
7smbe5sw31ir72kkjh46hxb5,3,3,3,1.0,11,pd,1.0,27.177,3.3023710273552602
7smbe5sw31ir72kkjh46hxb5,4,3,3,1.0,18,pd,1.0,4.575,1.5206066987274847
7smbe5sw31ir72kkjh46hxb5,5,4,3,1.0,16,pd,1.0,3.187,1.1590800354351993
7smbe5sw31ir72kkjh46hxb5,6,4,3,1.0,17,pd,0.0,6.736,1.9074662769400255
7smbe5sw31ir72kkjh46hxb5,7,5,3,1.0,52,pd,0.0,26.159,3.26419329955866
7smbe5sw31ir72kkjh46hxb5,8,5,3,1.0,59,pd,1.0,18.965,2.942595175140862
7x60mnzq9z7glfp22gmui82y,1,2,3,1.0,1,pd,1.0,2.799,1.0292622105333165
7x60mnzq9z7glfp22gmui82y,2,2,3,1.0,6,pd,1.0,5.952,1.7837272975307907
7x60mnzq9z7glfp22gmui82y,3,3,3,1.0,11,pd,1.0,9.696,2.2717134293269585
7x60mnzq9z7glfp22gmui82y,4,3,3,1.0,18,pd,1.0,13.392,2.5946575137471193
7x60mnzq9z7glfp22gmui82y,5,4,3,1.0,16,pd,1.0,11.52,2.444084655267745
7x60mnzq9z7glfp22gmui82y,6,4,3,1.0,17,pd,1.0,14.76,2.6919208191723265
7x60mnzq9z7glfp22gmui82y,7,5,3,1.0,52,pd,0.0,18.632,2.92488053258204
7x60mnzq9z7glfp22gmui82y,8,5,3,1.0,59,pd,0.0,8.136,2.096298658746259
861v0fk5nwd59atkvjagduyd,1,2,3,1.0,1,pd,1.0,4.695,1.5464981126602262
861v0fk5nwd59atkvjagduyd,2,2,3,1.0,6,pd,1.0,11.906,2.4770424747311983
861v0fk5nwd59atkvjagduyd,3,3,3,1.0,15,pd,0.0,20.494,3.020132160377526
861v0fk5nwd59atkvjagduyd,4,3,3,1.0,10,pd,1.0,20.531,3.021935939050627
861v0fk5nwd59atkvjagduyd,5,4,3,1.0,16,pd,1.0,17.74,2.8758219768814333
861v0fk5nwd59atkvjagduyd,6,4,3,1.0,17,pd,1.0,15.138,2.7172081388869755
861v0fk5nwd59atkvjagduyd,7,5,3,1.0,52,pd,0.0,27.088,3.2990908253907794
861v0fk5nwd59atkvjagduyd,8,5,3,1.0,59,pd,0.0,27.192,3.302922812393815
916h4l4wzxi8bjye3bd741e6,1,2,3,1.0,1,pd,1.0,4.602,1.5264909916131741
916h4l4wzxi8bjye3bd741e6,2,2,3,1.0,6,pd,0.0,11.136,2.410183103592064
916h4l4wzxi8bjye3bd741e6,3,3,3,1.0,11,pd,1.0,19.406,2.965582296603108
916h4l4wzxi8bjye3bd741e6,4,3,3,1.0,18,pd,0.0,17.013,2.833977757700001
916h4l4wzxi8bjye3bd741e6,5,4,3,1.0,12,pd,0.0,5.768,1.752325399982648
916h4l4wzxi8bjye3bd741e6,6,4,3,1.0,23,pd,0.0,3.389,1.2205348926249142
916h4l4wzxi8bjye3bd741e6,7,5,3,1.0,52,pd,1.0,7.237,1.9792067558839908
916h4l4wzxi8bjye3bd741e6,8,5,3,1.0,59,pd,0.0,12.572,2.531472118935321
9bz0re3h0r0j1a0x8o4x5cie,1,2,3,1.0,1,pd,1.0,2.925,1.0732944806838198
9bz0re3h0r0j1a0x8o4x5cie,2,2,3,1.0,6,pd,0.0,10.936,2.3920600994216485
9bz0re3h0r0j1a0x8o4x5cie,3,3,3,1.0,11,pd,0.0,11.569,2.448329107046752
9bz0re3h0r0j1a0x8o4x5cie,4,3,3,1.0,18,pd,1.0,10.26,2.3282528397426234
9bz0re3h0r0j1a0x8o4x5cie,5,4,3,1.0,16,pd,1.0,6.352,1.8487697239448346
9bz0re3h0r0j1a0x8o4x5cie,6,4,3,1.0,17,pd,1.0,13.681,2.616008008937977
9bz0re3h0r0j1a0x8o4x5cie,7,5,3,1.0,14,pd,1.0,16.391,2.7967324037072228
9bz0re3h0r0j1a0x8o4x5cie,8,5,3,1.0,26,pd,1.0,12.062,2.490060015028795
9wubfmhiyu2ygfz2dasvibw0,1,2,3,1.0,19,pd,0.0,4.084,1.407076900302419
9wubfmhiyu2ygfz2dasvibw0,2,2,3,1.0,20,pd,1.0,10.389,2.3407475540883946
9wubfmhiyu2ygfz2dasvibw0,3,3,3,1.0,15,pd,1.0,12.356,2.514141775056335
9wubfmhiyu2ygfz2dasvibw0,4,3,3,1.0,10,pd,1.0,10.824,2.381765890868487
9wubfmhiyu2ygfz2dasvibw0,5,4,3,1.0,16,pd,1.0,8.9,2.186051276738094
9wubfmhiyu2ygfz2dasvibw0,6,4,3,1.0,17,pd,1.0,9.277,2.2275382186711346
9wubfmhiyu2ygfz2dasvibw0,7,5,3,1.0,14,pd,1.0,15.063,2.712241405720678
9wubfmhiyu2ygfz2dasvibw0,8,5,3,1.0,26,pd,1.0,10.807,2.3801940723210286
a7xws1zeh1hi9810qv1e67u0,1,2,3,1.0,1,pd,1.0,5.575,1.7182923173461826
a7xws1zeh1hi9810qv1e67u0,2,2,3,1.0,6,pd,1.0,8.021,2.0820631023847875
a7xws1zeh1hi9810qv1e67u0,3,3,3,1.0,15,pd,1.0,2.422,0.8845936451309006
a7xws1zeh1hi9810qv1e67u0,4,3,3,1.0,10,pd,1.0,11.989,2.4839895627255166
a7xws1zeh1hi9810qv1e67u0,5,4,3,1.0,16,pd,1.0,8.524,2.1428857142363706
a7xws1zeh1hi9810qv1e67u0,6,4,3,1.0,17,pd,1.0,3.403,1.2246573955187687
a7xws1zeh1hi9810qv1e67u0,7,5,3,1.0,52,pd,1.0,4.208,1.4369874754354088
a7xws1zeh1hi9810qv1e67u0,8,5,3,1.0,59,pd,0.0,4.642,1.5351453078522455
amfgiujf84nee6xej79u94nz,1,2,3,1.0,19,pd,1.0,7.753,2.048079865236822
amfgiujf84nee6xej79u94nz,2,2,3,1.0,20,pd,1.0,15.254,2.724841763742047
amfgiujf84nee6xej79u94nz,3,3,3,1.0,11,pd,1.0,17.785,2.8783554054004186
amfgiujf84nee6xej79u94nz,4,3,3,1.0,18,pd,1.0,18.825,2.9351857736859572
amfgiujf84nee6xej79u94nz,5,4,3,1.0,16,pd,1.0,11.277,2.4227652532501507
amfgiujf84nee6xej79u94nz,6,4,3,1.0,17,pd,1.0,26.687,3.2841765554503364
amfgiujf84nee6xej79u94nz,7,5,3,1.0,14,pd,1.0,29.185,3.3736548786557545
amfgiujf84nee6xej79u94nz,8,5,3,1.0,26,pd,1.0,21.419,3.0642783785890053
aovqgbv5rexwvxs4ngqdcuzf,1,2,3,1.0,19,pd,0.0,7.003,1.9463386286733806
aovqgbv5rexwvxs4ngqdcuzf,2,2,3,1.0,20,pd,1.0,12.218,2.5029102742275753
aovqgbv5rexwvxs4ngqdcuzf,3,3,3,1.0,11,pd,1.0,14.371,2.66521228709211
aovqgbv5rexwvxs4ngqdcuzf,4,3,3,1.0,18,pd,1.0,14.307,2.660748927984197
aovqgbv5rexwvxs4ngqdcuzf,5,4,3,1.0,16,pd,1.0,9.172,2.2161553649956582
aovqgbv5rexwvxs4ngqdcuzf,6,4,3,1.0,17,pd,0.0,16.028,2.7743371927738982
aovqgbv5rexwvxs4ngqdcuzf,7,5,3,1.0,52,pd,0.0,14.983,2.7069162250610073
aovqgbv5rexwvxs4ngqdcuzf,8,5,3,1.0,59,pd,1.0,19.45,2.9678470700644555
aqdtfik9c5jdgmgtj17n5s60,1,2,3,1.0,19,pd,1.0,2.107,0.745265134822052
aqdtfik9c5jdgmgtj17n5s60,2,2,3,1.0,20,pd,1.0,1.655,0.5038010088290262
aqdtfik9c5jdgmgtj17n5s60,3,3,3,1.0,11,pd,1.0,1.678,0.5176026080450143
aqdtfik9c5jdgmgtj17n5s60,4,3,3,1.0,18,pd,0.0,1.076,0.07325046173959274
aqdtfik9c5jdgmgtj17n5s60,5,4,3,1.0,16,pd,1.0,1.95,0.6678293725756554
aqdtfik9c5jdgmgtj17n5s60,6,4,3,1.0,17,pd,0.0,1.373,0.316998126785834
aqdtfik9c5jdgmgtj17n5s60,7,5,3,1.0,14,pd,0.0,0.751,-0.28634962721800233
aqdtfik9c5jdgmgtj17n5s60,8,5,3,1.0,26,pd,1.0,1.908,0.6460555730260947
b0x8nafpqqyclhwanq3pkmb9,1,2,3,1.0,1,pd,1.0,2.015,0.7006191953986464
b0x8nafpqqyclhwanq3pkmb9,2,2,3,1.0,6,pd,1.0,5.64,1.7298840655099674
b0x8nafpqqyclhwanq3pkmb9,3,3,3,1.0,11,pd,1.0,14.28,2.658859956911438
b0x8nafpqqyclhwanq3pkmb9,4,3,3,1.0,18,pd,1.0,13.384,2.594059963684523
b0x8nafpqqyclhwanq3pkmb9,5,4,3,1.0,16,pd,1.0,4.624,1.5312601313700762
b0x8nafpqqyclhwanq3pkmb9,6,4,3,1.0,17,pd,0.0,11.273,2.422410486062394
b0x8nafpqqyclhwanq3pkmb9,7,5,3,1.0,14,pd,1.0,14.663,2.685327313994942
b0x8nafpqqyclhwanq3pkmb9,8,5,3,1.0,26,pd,1.0,14.719,2.6891391762104497
b15a2vfqksmoc9tpyn31ffcd,1,2,3,1.0,1,pd,1.0,2.51,0.9202827531436925
b15a2vfqksmoc9tpyn31ffcd,2,2,3,1.0,6,pd,1.0,5.905,1.7757994496493257
b15a2vfqksmoc9tpyn31ffcd,3,3,3,1.0,11,pd,1.0,12.452,2.521881252579362
b15a2vfqksmoc9tpyn31ffcd,4,3,3,1.0,18,pd,1.0,14.175,2.651479849613816
b15a2vfqksmoc9tpyn31ffcd,5,4,3,1.0,12,pd,1.0,6.059,1.801544769962852
b15a2vfqksmoc9tpyn31ffcd,6,4,3,1.0,23,pd,1.0,5.865,1.7690024821054389
b15a2vfqksmoc9tpyn31ffcd,7,5,3,1.0,52,pd,0.0,16.238,2.787354174440255
b15a2vfqksmoc9tpyn31ffcd,8,5,3,1.0,59,pd,0.0,10.178,2.320228528166641
b4cw2gdp51btdceicdu9q0oh,1,2,3,1.0,19,pd,0.0,2.832,1.0409831758314734
b4cw2gdp51btdceicdu9q0oh,2,2,3,1.0,20,pd,1.0,4.376,1.47613506511968
b4cw2gdp51btdceicdu9q0oh,3,3,3,1.0,15,pd,1.0,5.432,1.692307390256395
b4cw2gdp51btdceicdu9q0oh,4,3,3,1.0,10,pd,0.0,11.248,2.420190335068309
b4cw2gdp51btdceicdu9q0oh,5,4,3,1.0,12,pd,0.0,8.688,2.1619427631915795
b4cw2gdp51btdceicdu9q0oh,6,4,3,1.0,23,pd,1.0,8.568,2.1480343331454477
b4cw2gdp51btdceicdu9q0oh,7,5,3,1.0,52,pd,0.0,11.136,2.410183103592064
b4cw2gdp51btdceicdu9q0oh,8,5,3,1.0,59,pd,1.0,10.808,2.3802866006578975
bb967z2toxxn0x33ep6y7oro,1,2,3,1.0,19,pd,1.0,9.135,2.21211318982997
bb967z2toxxn0x33ep6y7oro,2,2,3,1.0,20,pd,1.0,5.915,1.7774914974303502
bb967z2toxxn0x33ep6y7oro,3,3,3,1.0,15,pd,0.0,3.832,1.343386860108614
bb967z2toxxn0x33ep6y7oro,4,3,3,1.0,10,pd,1.0,9.138,2.2124415431410798
bb967z2toxxn0x33ep6y7oro,5,4,3,1.0,12,pd,0.0,3.292,1.1914952828148233
bb967z2toxxn0x33ep6y7oro,6,4,3,1.0,23,pd,1.0,7.429,2.0053912601696693
bb967z2toxxn0x33ep6y7oro,7,5,3,1.0,14,pd,0.0,6.992,1.9447666383532343
bb967z2toxxn0x33ep6y7oro,8,5,3,1.0,26,pd,0.0,7.193,1.973108330885219
bg3bdltoygqx8m0nzt8ci6g6,1,2,3,1.0,19,pd,1.0,7.266,1.9832059337990102
bg3bdltoygqx8m0nzt8ci6g6,2,2,3,1.0,20,pd,1.0,8.704,2.163782690113587
bg3bdltoygqx8m0nzt8ci6g6,3,3,3,1.0,15,pd,1.0,15.433,2.7365080739186944
bg3bdltoygqx8m0nzt8ci6g6,4,3,3,1.0,10,pd,0.0,16.098,2.778695040671542
bg3bdltoygqx8m0nzt8ci6g6,5,4,3,1.0,12,pd,0.0,6.243,1.8314608360796072
bg3bdltoygqx8m0nzt8ci6g6,6,4,3,1.0,23,pd,1.0,7.266,1.9832059337990102
bg3bdltoygqx8m0nzt8ci6g6,7,5,3,1.0,14,pd,1.0,9.84,2.286455711064162
bg3bdltoygqx8m0nzt8ci6g6,8,5,3,1.0,26,pd,0.0,16.965,2.8311523982361932
bguww2kl1i4embfjm9cmy1oq,1,2,3,1.0,1,pd,1.0,3.123,1.1387940783009416
bguww2kl1i4embfjm9cmy1oq,2,2,3,1.0,6,pd,0.0,9.452,2.246226359324661
bguww2kl1i4embfjm9cmy1oq,3,3,3,1.0,11,pd,0.0,9.736,2.275830355685226
bguww2kl1i4embfjm9cmy1oq,4,3,3,1.0,18,pd,1.0,7.363,1.9964674583865798
bguww2kl1i4embfjm9cmy1oq,5,4,3,1.0,16,pd,1.0,6.183,1.8218035905764316
bguww2kl1i4embfjm9cmy1oq,6,4,3,1.0,17,pd,0.0,12.959,2.5617905274532773
bguww2kl1i4embfjm9cmy1oq,7,5,3,1.0,14,pd,1.0,14.371,2.66521228709211
bguww2kl1i4embfjm9cmy1oq,8,5,3,1.0,26,pd,0.0,26.259,3.2680087874184105
bim3nfivv3jfscqect9yvn3i,1,2,3,1.0,1,pd,1.0,1.499,0.4047982191204607
bim3nfivv3jfscqect9yvn3i,2,2,3,1.0,6,pd,1.0,5.38,1.682688374173693
bim3nfivv3jfscqect9yvn3i,3,3,3,1.0,11,pd,1.0,9.323,2.2324844653145566
bim3nfivv3jfscqect9yvn3i,4,3,3,1.0,18,pd,0.0,9.749,2.2771647156471344
bim3nfivv3jfscqect9yvn3i,5,4,3,1.0,16,pd,1.0,10.174,2.3198354464005733
bim3nfivv3jfscqect9yvn3i,6,4,3,1.0,17,pd,1.0,13.157,2.5769539363837013
bim3nfivv3jfscqect9yvn3i,7,5,3,1.0,52,pd,1.0,11.511,2.443303099932925
bim3nfivv3jfscqect9yvn3i,8,5,3,1.0,59,pd,0.0,13.929,2.6339729977058943
bmteqvb5orljgrihy986c136,1,2,3,1.0,1,pd,1.0,2.751,1.0119644819424374
bmteqvb5orljgrihy986c136,2,2,3,1.0,6,pd,1.0,5.928,1.7796868879937857
bmteqvb5orljgrihy986c136,3,3,3,1.0,15,pd,0.0,10.632,2.363868321410944
bmteqvb5orljgrihy986c136,4,3,3,1.0,10,pd,0.0,15.539,2.743352992804597
bmteqvb5orljgrihy986c136,5,4,3,1.0,16,pd,1.0,6.484,1.8693376038734297
bmteqvb5orljgrihy986c136,6,4,3,1.0,17,pd,1.0,18.464,2.915822890325689
bmteqvb5orljgrihy986c136,7,5,3,1.0,52,pd,0.0,6.292,1.8392789851960314
bmteqvb5orljgrihy986c136,8,5,3,1.0,59,pd,0.0,11.216,2.4173413302922344
bnzoabc931851ubzsmnoh4jr,1,2,3,1.0,1,pd,1.0,4.365,1.4736181892915656
bnzoabc931851ubzsmnoh4jr,2,2,3,1.0,6,pd,0.0,9.673,2.2693384992004098
bnzoabc931851ubzsmnoh4jr,3,3,3,1.0,15,pd,1.0,11.842,2.4716525341095843
bnzoabc931851ubzsmnoh4jr,4,3,3,1.0,10,pd,0.0,4.45,1.4929040961781488
bnzoabc931851ubzsmnoh4jr,5,4,3,1.0,16,pd,0.0,10.446,2.346219130014107
bnzoabc931851ubzsmnoh4jr,6,4,3,1.0,17,pd,1.0,24.619,3.203518502547159
bnzoabc931851ubzsmnoh4jr,7,5,3,1.0,52,pd,1.0,8.944,2.1909829164127435
bnzoabc931851ubzsmnoh4jr,8,5,3,1.0,59,pd,1.0,13.203,2.580444076497064
bqmggoo03ysfb6urpkfayu1l,1,2,3,1.0,19,pd,1.0,6.546,1.8788541760789887
bqmggoo03ysfb6urpkfayu1l,2,2,3,1.0,20,pd,1.0,7.907,2.06774844308879
bqmggoo03ysfb6urpkfayu1l,3,3,3,1.0,11,pd,1.0,9.105,2.208823713179571
bqmggoo03ysfb6urpkfayu1l,4,3,3,1.0,18,pd,0.0,9.547,2.2562269690158963
bqmggoo03ysfb6urpkfayu1l,5,4,3,1.0,16,pd,1.0,17.169,2.843105432095075
bqmggoo03ysfb6urpkfayu1l,6,4,3,1.0,17,pd,1.0,11.749,2.4637681305854358
bqmggoo03ysfb6urpkfayu1l,7,5,3,1.0,14,pd,0.0,8.805,2.1753197419481696
bqmggoo03ysfb6urpkfayu1l,8,5,3,1.0,26,pd,0.0,18.263,2.904877155209905
bvqzl9fx0jdq4vlm8w50jrwi,1,2,3,1.0,1,pd,1.0,1.974,0.6800619410112898
bvqzl9fx0jdq4vlm8w50jrwi,2,2,3,1.0,6,pd,1.0,3.018,1.1045943603456572
bvqzl9fx0jdq4vlm8w50jrwi,3,3,3,1.0,11,pd,1.0,9.362,2.2366589428778787
bvqzl9fx0jdq4vlm8w50jrwi,4,3,3,1.0,18,pd,1.0,8.197,2.1037682336708934
bvqzl9fx0jdq4vlm8w50jrwi,5,4,3,1.0,16,pd,1.0,4.408,1.4834210718506133
bvqzl9fx0jdq4vlm8w50jrwi,6,4,3,1.0,17,pd,1.0,13.171,2.5780174430169094
bvqzl9fx0jdq4vlm8w50jrwi,7,5,3,1.0,52,pd,1.0,7.681,2.0387497470165448
bvqzl9fx0jdq4vlm8w50jrwi,8,5,3,1.0,59,pd,0.0,12.852,2.553499441253612
c6nqai3ppicym9vqexh80tg3,1,2,3,1.0,1,pd,1.0,2.358,0.8578138021151792
c6nqai3ppicym9vqexh80tg3,2,2,3,1.0,6,pd,0.0,6.08,1.8050046959780757
c6nqai3ppicym9vqexh80tg3,3,3,3,1.0,15,pd,0.0,7.189,1.9725520800017344
c6nqai3ppicym9vqexh80tg3,4,3,3,1.0,10,pd,0.0,8.417,2.130253470229439
c6nqai3ppicym9vqexh80tg3,5,4,3,1.0,16,pd,1.0,9.326,2.2328061983861294
c6nqai3ppicym9vqexh80tg3,6,4,3,1.0,17,pd,1.0,21.52,3.0689827352935835
c6nqai3ppicym9vqexh80tg3,7,5,3,1.0,52,pd,1.0,16.047,2.775521916217223
c6nqai3ppicym9vqexh80tg3,8,5,3,1.0,59,pd,1.0,14.827,2.696449843035889
ciet9vpu24uv7rxytk6tcxuu,1,2,3,1.0,19,pd,1.0,4.159,1.4252746607607745
ciet9vpu24uv7rxytk6tcxuu,2,2,3,1.0,20,pd,1.0,10.029,2.3054808961060713
ciet9vpu24uv7rxytk6tcxuu,3,3,3,1.0,15,pd,1.0,12.317,2.5109804219593475
ciet9vpu24uv7rxytk6tcxuu,4,3,3,1.0,10,pd,0.0,17.062,2.836853768486503
ciet9vpu24uv7rxytk6tcxuu,5,4,3,1.0,12,pd,1.0,13.831,2.6269124496425706
ciet9vpu24uv7rxytk6tcxuu,6,4,3,1.0,23,pd,1.0,9.167,2.2156100789796387
ciet9vpu24uv7rxytk6tcxuu,7,5,3,1.0,52,pd,1.0,20.583,3.0244654923768635
ciet9vpu24uv7rxytk6tcxuu,8,5,3,1.0,59,pd,1.0,21.551,3.070422219185435
ckedf3b7jzqesg5lnjf5somo,1,2,3,1.0,1,pd,1.0,2.861,1.0511712140679732
ckedf3b7jzqesg5lnjf5somo,2,2,3,1.0,6,pd,1.0,7.39,2.0001277349601105
ckedf3b7jzqesg5lnjf5somo,3,3,3,1.0,15,pd,1.0,9.661,2.2680971625353723
ckedf3b7jzqesg5lnjf5somo,4,3,3,1.0,10,pd,1.0,14.842,2.6974609995479417
ckedf3b7jzqesg5lnjf5somo,5,4,3,1.0,12,pd,1.0,17.261,2.8484496214045523
ckedf3b7jzqesg5lnjf5somo,6,4,3,1.0,23,pd,1.0,11.461,2.4389499675145623
ckedf3b7jzqesg5lnjf5somo,7,5,3,1.0,14,pd,1.0,18.036,2.8923697605588377
ckedf3b7jzqesg5lnjf5somo,8,5,3,1.0,26,pd,0.0,20.568,3.0237364699635885
cmfakatmv0nai6eflfnczpho,1,2,3,1.0,19,pd,1.0,6.703,1.9025551873758206
cmfakatmv0nai6eflfnczpho,2,2,3,1.0,20,pd,1.0,10.839,2.383150740833613
cmfakatmv0nai6eflfnczpho,3,3,3,1.0,15,pd,0.0,15.088,2.7138997258911015
cmfakatmv0nai6eflfnczpho,4,3,3,1.0,10,pd,1.0,9.343,2.2346273998108184
cmfakatmv0nai6eflfnczpho,5,4,3,1.0,16,pd,1.0,8.743,2.168253380198754
cmfakatmv0nai6eflfnczpho,6,4,3,1.0,17,pd,1.0,15.032,2.7101812621111643
cmfakatmv0nai6eflfnczpho,7,5,3,1.0,14,pd,1.0,11.351,2.4293058457732024
cmfakatmv0nai6eflfnczpho,8,5,3,1.0,26,pd,1.0,15.528,2.742644845866709
d2ko9mppeps02krwfyhdooah,1,2,3,1.0,19,pd,1.0,12.441,2.520997469932354
d2ko9mppeps02krwfyhdooah,2,2,3,1.0,20,pd,1.0,14.987,2.707183158662859
d2ko9mppeps02krwfyhdooah,3,3,3,1.0,15,pd,1.0,29.599,3.387740576975546
d2ko9mppeps02krwfyhdooah,4,3,3,1.0,10,pd,1.0,22.932,3.1325333150461363
d2ko9mppeps02krwfyhdooah,5,4,3,1.0,12,pd,1.0,29.308,3.3778605162977176
d2ko9mppeps02krwfyhdooah,6,4,3,1.0,23,pd,1.0,10.126,2.3151063735477173
d2ko9mppeps02krwfyhdooah,7,5,3,1.0,52,pd,0.0,29.083,3.370153811030694
d2ko9mppeps02krwfyhdooah,8,5,3,1.0,59,pd,1.0,28.809,3.3606878383239454
d79e6wzq7mnr7g3u6fyuxpyl,1,2,3,1.0,1,pd,1.0,3.37,1.2149127443642704
d79e6wzq7mnr7g3u6fyuxpyl,2,2,3,1.0,6,pd,1.0,7.589,2.0266998304217756
d79e6wzq7mnr7g3u6fyuxpyl,3,3,3,1.0,11,pd,1.0,8.008,2.0804410420129194
d79e6wzq7mnr7g3u6fyuxpyl,4,3,3,1.0,18,pd,1.0,8.169,2.100346502359732
d79e6wzq7mnr7g3u6fyuxpyl,5,4,3,1.0,12,pd,1.0,8.076,2.088896700450591
d79e6wzq7mnr7g3u6fyuxpyl,6,4,3,1.0,23,pd,1.0,6.655,1.895368451847075
d79e6wzq7mnr7g3u6fyuxpyl,7,5,3,1.0,14,pd,1.0,9.133,2.211894227709542
d79e6wzq7mnr7g3u6fyuxpyl,8,5,3,1.0,26,pd,0.0,11.063,2.403606207052774
dd4q0uzcr55cskrcz27z24sc,1,2,3,1.0,1,pd,1.0,1.872,0.6270073780554004
dd4q0uzcr55cskrcz27z24sc,2,2,3,1.0,6,pd,1.0,6.613,1.8890374086925255
dd4q0uzcr55cskrcz27z24sc,3,3,3,1.0,15,pd,1.0,6.895,1.930796511245265
dd4q0uzcr55cskrcz27z24sc,4,3,3,1.0,10,pd,0.0,10.937,2.3921515363530887
dd4q0uzcr55cskrcz27z24sc,5,4,3,1.0,16,pd,0.0,7.965,2.0750569433620116
dd4q0uzcr55cskrcz27z24sc,6,4,3,1.0,17,pd,1.0,3.548,1.266384064447333
dd4q0uzcr55cskrcz27z24sc,7,5,3,1.0,52,pd,0.0,4.697,1.546924007044858
dd4q0uzcr55cskrcz27z24sc,8,5,3,1.0,59,pd,1.0,1.61,0.4762341789963717
ddz3bkstcj6vzqizcv08skck,1,2,3,1.0,1,pd,1.0,2.864,1.052219249098399
ddz3bkstcj6vzqizcv08skck,2,2,3,1.0,6,pd,0.0,16.678,2.8140904856647935
ddz3bkstcj6vzqizcv08skck,3,3,3,1.0,11,pd,1.0,15.951,2.769521523190311
ddz3bkstcj6vzqizcv08skck,4,3,3,1.0,18,pd,0.0,17.048,2.836032894796316
ddz3bkstcj6vzqizcv08skck,5,4,3,1.0,16,pd,1.0,10.366,2.338531219767515
ddz3bkstcj6vzqizcv08skck,6,4,3,1.0,17,pd,1.0,17.096,2.8388445180168467
ddz3bkstcj6vzqizcv08skck,7,5,3,1.0,14,pd,1.0,15.696,2.7534059028230073
ddz3bkstcj6vzqizcv08skck,8,5,3,1.0,26,pd,1.0,17.639,2.87011235962934
dj21a374lijvbrmhst2hd3b5,1,2,3,1.0,19,pd,1.0,7.574,2.024721329479603
dj21a374lijvbrmhst2hd3b5,2,2,3,1.0,20,pd,1.0,11.529,2.4448656002508167
dj21a374lijvbrmhst2hd3b5,3,3,3,1.0,11,pd,1.0,10.043,2.306875874411202
dj21a374lijvbrmhst2hd3b5,4,3,3,1.0,18,pd,1.0,13.259,2.5846765671325818
dj21a374lijvbrmhst2hd3b5,5,4,3,1.0,16,pd,1.0,8.252,2.1104555952090056
dj21a374lijvbrmhst2hd3b5,6,4,3,1.0,17,pd,1.0,22.655,3.1203805781191014
dj21a374lijvbrmhst2hd3b5,7,5,3,1.0,14,pd,0.0,23.921,3.1747567342286507
dj21a374lijvbrmhst2hd3b5,8,5,3,1.0,26,pd,1.0,29.262,3.3762897459559706
dqv12yv7mc6sjik35hhojjm9,1,2,3,1.0,19,pd,0.0,4.375,1.4759065198095778
dqv12yv7mc6sjik35hhojjm9,2,2,3,1.0,20,pd,1.0,4.372,1.4752205703142922
dqv12yv7mc6sjik35hhojjm9,3,3,3,1.0,11,pd,1.0,5.692,1.739061680227606
dqv12yv7mc6sjik35hhojjm9,4,3,3,1.0,18,pd,1.0,4.816,1.57194370800652
dqv12yv7mc6sjik35hhojjm9,5,4,3,1.0,12,pd,0.0,4.817,1.5721513276480839
dqv12yv7mc6sjik35hhojjm9,6,4,3,1.0,23,pd,1.0,5.114,1.6319818768689949
dqv12yv7mc6sjik35hhojjm9,7,5,3,1.0,52,pd,0.0,5.687,1.7381828683246627
dqv12yv7mc6sjik35hhojjm9,8,5,3,1.0,59,pd,0.0,4.35,1.4701758451005926
e1db8635tk57zd1wfii8pub4,1,2,3,1.0,1,pd,1.0,9.175,2.216482393940634
e1db8635tk57zd1wfii8pub4,2,2,3,1.0,6,pd,0.0,18.268,2.9051508953227527
e1db8635tk57zd1wfii8pub4,3,3,3,1.0,15,pd,,,
e1db8635tk57zd1wfii8pub4,4,3,3,1.0,10,pd,,,
e1db8635tk57zd1wfii8pub4,5,4,3,1.0,12,pd,0.0,27.402,3.310616003430917
e1db8635tk57zd1wfii8pub4,6,4,3,1.0,23,pd,0.0,3.625,1.2878542883066382
e1db8635tk57zd1wfii8pub4,7,5,3,1.0,14,pd,1.0,4.247,1.446212851331134
e1db8635tk57zd1wfii8pub4,8,5,3,1.0,26,pd,0.0,6.871,1.927309656048939
e1nl0grkiat5rfv52e7f9i82,1,2,3,1.0,19,pd,1.0,12.118,2.4946919505227974
e1nl0grkiat5rfv52e7f9i82,2,2,3,1.0,20,pd,1.0,22.464,3.1119140278434005
e1nl0grkiat5rfv52e7f9i82,3,3,3,1.0,15,pd,1.0,25.681,3.2457514188735557
e1nl0grkiat5rfv52e7f9i82,4,3,3,1.0,10,pd,1.0,17.759,2.8768924296724583
e1nl0grkiat5rfv52e7f9i82,5,4,3,1.0,12,pd,1.0,12.756,2.5460017491478113
e1nl0grkiat5rfv52e7f9i82,6,4,3,1.0,23,pd,1.0,16.846,2.824113239893172
e1nl0grkiat5rfv52e7f9i82,7,5,3,1.0,14,pd,1.0,21.317,3.0595048764510575
e1nl0grkiat5rfv52e7f9i82,8,5,3,1.0,26,pd,1.0,25.843,3.252039771246633
eh2ff5nnebaun0ukl8isoov6,1,2,3,1.0,19,pd,0.0,8.472,2.1367666082991055
eh2ff5nnebaun0ukl8isoov6,2,2,3,1.0,20,pd,0.0,5.488,1.7025638904235842
eh2ff5nnebaun0ukl8isoov6,3,3,3,1.0,15,pd,0.0,9.031,2.2006631032686617
eh2ff5nnebaun0ukl8isoov6,4,3,3,1.0,10,pd,0.0,10.885,2.3873856946865106
