subject,trial,test_form,stimulus,correct,choice,accuracy,rt,all_loaded,minimum_resolution
9g5sxg7rugvbvu7fehkz1iil,9,0,a55,1,6.0,0.0,3.32,1,1
9odg3d3q0fk9hedo3u35n5bi,1,0,a11,4,2.0,0.0,21.169,1,1
9odg3d3q0fk9hedo3u35n5bi,2,0,a24,4,4.0,1.0,19.485,1,1
9odg3d3q0fk9hedo3u35n5bi,3,0,a28,7,7.0,1.0,13.011,1,1
9odg3d3q0fk9hedo3u35n5bi,4,0,a36,1,4.0,0.0,25.888,1,1
9odg3d3q0fk9hedo3u35n5bi,5,0,a43,4,4.0,1.0,13.665,1,1
9odg3d3q0fk9hedo3u35n5bi,6,0,a48,5,6.0,0.0,13.504,1,1
9odg3d3q0fk9hedo3u35n5bi,7,0,a49,6,2.0,0.0,10.091,1,1
9odg3d3q0fk9hedo3u35n5bi,8,0,a53,0,0.0,1.0,21.861,1,1
9odg3d3q0fk9hedo3u35n5bi,9,0,a55,1,4.0,0.0,29.154,1,1
9s4xl1c38uivrm2ff88176s4,1,0,a11,4,4.0,1.0,14.889,1,1
9s4xl1c38uivrm2ff88176s4,2,0,a24,4,4.0,1.0,17.063,1,1
9s4xl1c38uivrm2ff88176s4,3,0,a28,7,7.0,1.0,9.766,1,1
9s4xl1c38uivrm2ff88176s4,4,0,a36,1,2.0,0.0,25.063,1,1
9s4xl1c38uivrm2ff88176s4,5,0,a43,4,4.0,1.0,14.43,1,1
9s4xl1c38uivrm2ff88176s4,6,0,a48,5,0.0,0.0,25.65,1,1
9s4xl1c38uivrm2ff88176s4,7,0,a49,6,6.0,1.0,16.389,1,1
9s4xl1c38uivrm2ff88176s4,8,0,a53,0,0.0,1.0,19.139,1,1
9s4xl1c38uivrm2ff88176s4,9,0,a55,1,0.0,0.0,10.943,1,1
9tf8q5wjsq762a1h18m6wawj,1,0,a11,4,4.0,1.0,9.909,1,1
9tf8q5wjsq762a1h18m6wawj,2,0,a24,4,5.0,0.0,23.971,1,1
9tf8q5wjsq762a1h18m6wawj,3,0,a28,7,7.0,1.0,13.408,1,1
9tf8q5wjsq762a1h18m6wawj,4,0,a36,1,1.0,1.0,26.551,1,1
9tf8q5wjsq762a1h18m6wawj,5,0,a43,4,1.0,0.0,20.655,1,1
9tf8q5wjsq762a1h18m6wawj,6,0,a48,5,6.0,0.0,25.526,1,1
9tf8q5wjsq762a1h18m6wawj,7,0,a49,6,6.0,1.0,9.257,1,1
9tf8q5wjsq762a1h18m6wawj,8,0,a53,0,6.0,0.0,14.937,1,1
9tf8q5wjsq762a1h18m6wawj,9,0,a55,1,6.0,0.0,13.758,1,1
a8u9tqwngrm4ar2zrwuhl0rw,1,0,a11,4,3.0,0.0,20.706,1,1
a8u9tqwngrm4ar2zrwuhl0rw,2,0,a24,4,3.0,0.0,16.599,1,1
a8u9tqwngrm4ar2zrwuhl0rw,3,0,a28,7,7.0,1.0,21.622,1,1
a8u9tqwngrm4ar2zrwuhl0rw,4,0,a36,1,2.0,0.0,21.489,1,1
a8u9tqwngrm4ar2zrwuhl0rw,5,0,a43,4,4.0,1.0,22.608,1,1
a8u9tqwngrm4ar2zrwuhl0rw,6,0,a48,5,7.0,0.0,24.056,1,1
a8u9tqwngrm4ar2zrwuhl0rw,7,0,a49,6,6.0,1.0,20.792,1,1
a8u9tqwngrm4ar2zrwuhl0rw,8,0,a53,0,3.0,0.0,27.292,1,1
a8u9tqwngrm4ar2zrwuhl0rw,9,0,a55,1,6.0,0.0,28.524,1,1
a9i6yhw5fdy05k2trwjtly6v,1,0,a11,4,5.0,0.0,7.626,1,1
a9i6yhw5fdy05k2trwjtly6v,2,0,a24,4,2.0,0.0,10.698,1,1
a9i6yhw5fdy05k2trwjtly6v,3,0,a28,7,7.0,1.0,5.722,1,1
a9i6yhw5fdy05k2trwjtly6v,4,0,a36,1,4.0,0.0,17.092,1,1
a9i6yhw5fdy05k2trwjtly6v,5,0,a43,4,4.0,1.0,9.587,1,1
a9i6yhw5fdy05k2trwjtly6v,6,0,a48,5,7.0,0.0,9.377,1,1
a9i6yhw5fdy05k2trwjtly6v,7,0,a49,6,2.0,0.0,11.619,1,1
a9i6yhw5fdy05k2trwjtly6v,8,0,a53,0,3.0,0.0,5.572,1,1
a9i6yhw5fdy05k2trwjtly6v,9,0,a55,1,4.0,0.0,10.784,1,1
a9xyo7m7jpfr3cef88kci6nd,1,0,a11,4,4.0,1.0,19.479,1,1
a9xyo7m7jpfr3cef88kci6nd,2,0,a24,4,4.0,1.0,17.813,1,1
a9xyo7m7jpfr3cef88kci6nd,3,0,a28,7,7.0,1.0,17.729,1,1
a9xyo7m7jpfr3cef88kci6nd,4,0,a36,1,3.0,0.0,28.399,1,1
a9xyo7m7jpfr3cef88kci6nd,5,0,a43,4,4.0,1.0,16.44,1,1
a9xyo7m7jpfr3cef88kci6nd,6,0,a48,5,6.0,0.0,14.829,1,1
a9xyo7m7jpfr3cef88kci6nd,7,0,a49,6,6.0,1.0,7.261,1,1
a9xyo7m7jpfr3cef88kci6nd,8,0,a53,0,0.0,1.0,16.589,1,1
a9xyo7m7jpfr3cef88kci6nd,9,0,a55,1,4.0,0.0,29.423,1,1
aa1lgg9pkqjbkzl6nfteph4k,1,0,a11,4,2.0,0.0,5.483,1,1
aa1lgg9pkqjbkzl6nfteph4k,2,0,a24,4,4.0,1.0,11.512,1,1
aa1lgg9pkqjbkzl6nfteph4k,3,0,a28,7,7.0,1.0,13.217,1,1
aa1lgg9pkqjbkzl6nfteph4k,4,0,a36,1,2.0,0.0,14.037,1,1
aa1lgg9pkqjbkzl6nfteph4k,5,0,a43,4,4.0,1.0,16.092,1,1
aa1lgg9pkqjbkzl6nfteph4k,6,0,a48,5,1.0,0.0,25.722,1,1
aa1lgg9pkqjbkzl6nfteph4k,7,0,a49,6,2.0,0.0,14.415,1,1
aa1lgg9pkqjbkzl6nfteph4k,8,0,a53,0,6.0,0.0,5.295,1,1
aa1lgg9pkqjbkzl6nfteph4k,9,0,a55,1,3.0,0.0,6.501,1,1
afp14too3qdtpy7yf24t34qb,1,0,a11,4,4.0,1.0,6.9,1,1
afp14too3qdtpy7yf24t34qb,2,0,a24,4,2.0,0.0,4.79,1,1
afp14too3qdtpy7yf24t34qb,3,0,a28,7,7.0,1.0,4.787,1,1
afp14too3qdtpy7yf24t34qb,4,0,a36,1,7.0,0.0,7.378,1,1
afp14too3qdtpy7yf24t34qb,5,0,a43,4,7.0,0.0,10.61,1,1
afp14too3qdtpy7yf24t34qb,6,0,a48,5,3.0,0.0,9.473,1,1
afp14too3qdtpy7yf24t34qb,7,0,a49,6,0.0,0.0,4.736,1,1
afp14too3qdtpy7yf24t34qb,8,0,a53,0,6.0,0.0,7.328,1,1
afp14too3qdtpy7yf24t34qb,9,0,a55,1,2.0,0.0,5.202,1,1
anvk62nkqtvq89v6zob2vgni,1,0,a11,4,4.0,1.0,15.758,1,1
anvk62nkqtvq89v6zob2vgni,2,0,a24,4,5.0,0.0,15.179,1,1
anvk62nkqtvq89v6zob2vgni,3,0,a28,7,7.0,1.0,9.19,1,1
anvk62nkqtvq89v6zob2vgni,4,0,a36,1,1.0,1.0,19.658,1,1
anvk62nkqtvq89v6zob2vgni,5,0,a43,4,4.0,1.0,17.345,1,1
anvk62nkqtvq89v6zob2vgni,6,0,a48,5,7.0,0.0,11.275,1,1
anvk62nkqtvq89v6zob2vgni,7,0,a49,6,6.0,1.0,12.912,1,1
anvk62nkqtvq89v6zob2vgni,8,0,a53,0,0.0,1.0,7.238,1,1
anvk62nkqtvq89v6zob2vgni,9,0,a55,1,0.0,0.0,15.115,1,1
asix2f04aq38c2o8gdn3j8uk,1,0,a11,4,4.0,1.0,21.084,1,1
asix2f04aq38c2o8gdn3j8uk,2,0,a24,4,0.0,0.0,15.527,1,1
asix2f04aq38c2o8gdn3j8uk,3,0,a28,7,7.0,1.0,9.712,1,1
asix2f04aq38c2o8gdn3j8uk,4,0,a36,1,6.0,0.0,15.954,1,1
asix2f04aq38c2o8gdn3j8uk,5,0,a43,4,4.0,1.0,16.313,1,1
asix2f04aq38c2o8gdn3j8uk,6,0,a48,5,1.0,0.0,17.535,1,1
asix2f04aq38c2o8gdn3j8uk,7,0,a49,6,2.0,0.0,14.793,1,1
asix2f04aq38c2o8gdn3j8uk,8,0,a53,0,1.0,0.0,12.007,1,1
asix2f04aq38c2o8gdn3j8uk,9,0,a55,1,2.0,0.0,13.755,1,1
av4jenhfprndgcu5lslrmlmz,1,0,a11,4,0.0,0.0,16.248,1,1
av4jenhfprndgcu5lslrmlmz,2,0,a24,4,1.0,0.0,28.595,1,1
av4jenhfprndgcu5lslrmlmz,3,0,a28,7,7.0,1.0,16.476,1,1
av4jenhfprndgcu5lslrmlmz,4,0,a36,1,2.0,0.0,15.692,1,1
av4jenhfprndgcu5lslrmlmz,5,0,a43,4,7.0,0.0,19.03,1,1
av4jenhfprndgcu5lslrmlmz,6,0,a48,5,1.0,0.0,24.028,1,1
av4jenhfprndgcu5lslrmlmz,7,0,a49,6,6.0,1.0,9.432,1,1
av4jenhfprndgcu5lslrmlmz,8,0,a53,0,0.0,1.0,7.771,1,1
av4jenhfprndgcu5lslrmlmz,9,0,a55,1,3.0,0.0,17.382,1,1
azj78vq0mta467n8doj63c8h,1,0,a11,4,5.0,0.0,6.256,1,1
azj78vq0mta467n8doj63c8h,2,0,a24,4,5.0,0.0,9.49,1,1
azj78vq0mta467n8doj63c8h,3,0,a28,7,7.0,1.0,12.624,1,1
azj78vq0mta467n8doj63c8h,4,0,a36,1,1.0,1.0,16.025,1,1
azj78vq0mta467n8doj63c8h,5,0,a43,4,7.0,0.0,17.336,1,1
azj78vq0mta467n8doj63c8h,6,0,a48,5,1.0,0.0,27.313,1,1
azj78vq0mta467n8doj63c8h,7,0,a49,6,4.0,0.0,8.193,1,1
azj78vq0mta467n8doj63c8h,8,0,a53,0,0.0,1.0,9.183,1,1
azj78vq0mta467n8doj63c8h,9,0,a55,1,6.0,0.0,24.719,1,1
b9t5ng97lbahokkoc0yb1w17,1,0,a11,4,5.0,0.0,3.684,1,1
b9t5ng97lbahokkoc0yb1w17,2,0,a24,4,5.0,0.0,7.256,1,1
b9t5ng97lbahokkoc0yb1w17,3,0,a28,7,7.0,1.0,3.906,1,1
b9t5ng97lbahokkoc0yb1w17,4,0,a36,1,2.0,0.0,5.69,1,1
b9t5ng97lbahokkoc0yb1w17,5,0,a43,4,3.0,0.0,6.019,1,1
b9t5ng97lbahokkoc0yb1w17,6,0,a48,5,6.0,0.0,5.432,1,1
b9t5ng97lbahokkoc0yb1w17,7,0,a49,6,6.0,1.0,5.564,1,1
b9t5ng97lbahokkoc0yb1w17,8,0,a53,0,6.0,0.0,5.579,1,1
b9t5ng97lbahokkoc0yb1w17,9,0,a55,1,2.0,0.0,6.692,1,1
bh2gbiidt0gzz16dfzmbkqa0,1,0,a11,4,4.0,1.0,4.964,1,1
bh2gbiidt0gzz16dfzmbkqa0,2,0,a24,4,5.0,0.0,5.683,1,1
bh2gbiidt0gzz16dfzmbkqa0,3,0,a28,7,7.0,1.0,5.908,1,1
bh2gbiidt0gzz16dfzmbkqa0,4,0,a36,1,3.0,0.0,4.582,1,1
bh2gbiidt0gzz16dfzmbkqa0,5,0,a43,4,7.0,0.0,7.557,1,1
bh2gbiidt0gzz16dfzmbkqa0,6,0,a48,5,7.0,0.0,7.471,1,1
bh2gbiidt0gzz16dfzmbkqa0,7,0,a49,6,6.0,1.0,7.526,1,1
bh2gbiidt0gzz16dfzmbkqa0,8,0,a53,0,2.0,0.0,7.714,1,1
bh2gbiidt0gzz16dfzmbkqa0,9,0,a55,1,2.0,0.0,5.96,1,1
bibr4vmh4s571rpxxd3izfwn,1,0,a11,4,3.0,0.0,18.344,1,1
bibr4vmh4s571rpxxd3izfwn,2,0,a24,4,4.0,1.0,21.828,1,1
bibr4vmh4s571rpxxd3izfwn,3,0,a28,7,7.0,1.0,28.553,1,1
bibr4vmh4s571rpxxd3izfwn,4,0,a36,1,4.0,0.0,4.782,1,1
bibr4vmh4s571rpxxd3izfwn,5,0,a43,4,2.0,0.0,5.517,1,1
bibr4vmh4s571rpxxd3izfwn,6,0,a48,5,6.0,0.0,2.667,1,1
bibr4vmh4s571rpxxd3izfwn,7,0,a49,6,6.0,1.0,2.899,1,1
bibr4vmh4s571rpxxd3izfwn,8,0,a53,0,6.0,0.0,4.286,1,1
bibr4vmh4s571rpxxd3izfwn,9,0,a55,1,0.0,0.0,3.203,1,1
biehie4hpxkq60sfc84pzplp,1,0,a11,4,4.0,1.0,9.533,1,1
biehie4hpxkq60sfc84pzplp,2,0,a24,4,4.0,1.0,12.517,1,1
biehie4hpxkq60sfc84pzplp,3,0,a28,7,7.0,1.0,18.425,1,1
biehie4hpxkq60sfc84pzplp,4,0,a36,1,2.0,0.0,12.541,1,1
biehie4hpxkq60sfc84pzplp,5,0,a43,4,4.0,1.0,14.308,1,1
biehie4hpxkq60sfc84pzplp,6,0,a48,5,7.0,0.0,15.148,1,1
biehie4hpxkq60sfc84pzplp,7,0,a49,6,6.0,1.0,5.296,1,1
biehie4hpxkq60sfc84pzplp,8,0,a53,0,6.0,0.0,9.063,1,1
biehie4hpxkq60sfc84pzplp,9,0,a55,1,6.0,0.0,5.92,1,1
biqonnr4iwtp8u6wqqpadu2a,1,0,a11,4,5.0,0.0,16.417,1,1
biqonnr4iwtp8u6wqqpadu2a,2,0,a24,4,5.0,0.0,14.017,1,1
biqonnr4iwtp8u6wqqpadu2a,3,0,a28,7,7.0,1.0,5.926,1,1
biqonnr4iwtp8u6wqqpadu2a,4,0,a36,1,1.0,1.0,13.675,1,1
biqonnr4iwtp8u6wqqpadu2a,5,0,a43,4,4.0,1.0,10.49,1,1
biqonnr4iwtp8u6wqqpadu2a,6,0,a48,5,3.0,0.0,13.033,1,1
biqonnr4iwtp8u6wqqpadu2a,7,0,a49,6,0.0,0.0,14.699,1,1
biqonnr4iwtp8u6wqqpadu2a,8,0,a53,0,3.0,0.0,15.952,1,1
biqonnr4iwtp8u6wqqpadu2a,9,0,a55,1,3.0,0.0,13.117,1,1
bnhqnb4drhbfpj3fixyznexn,1,0,a11,4,4.0,1.0,8.05,1,1
bnhqnb4drhbfpj3fixyznexn,2,0,a24,4,4.0,1.0,11.423,1,1
bnhqnb4drhbfpj3fixyznexn,3,0,a28,7,7.0,1.0,7.397,1,1
bnhqnb4drhbfpj3fixyznexn,4,0,a36,1,1.0,1.0,13.614,1,1
bnhqnb4drhbfpj3fixyznexn,5,0,a43,4,4.0,1.0,8.82,1,1
bnhqnb4drhbfpj3fixyznexn,6,0,a48,5,5.0,1.0,24.07,1,1
bnhqnb4drhbfpj3fixyznexn,7,0,a49,6,6.0,1.0,7.827,1,1
bnhqnb4drhbfpj3fixyznexn,8,0,a53,0,0.0,1.0,6.541,1,1
bnhqnb4drhbfpj3fixyznexn,9,0,a55,1,,,,1,1
bonu84eynx8to4noo1gep53n,1,0,a11,4,5.0,0.0,10.03,1,1
bonu84eynx8to4noo1gep53n,2,0,a24,4,4.0,1.0,5.754,1,1
bonu84eynx8to4noo1gep53n,3,0,a28,7,7.0,1.0,5.778,1,1
bonu84eynx8to4noo1gep53n,4,0,a36,1,2.0,0.0,13.525,1,1
bonu84eynx8to4noo1gep53n,5,0,a43,4,3.0,0.0,12.51,1,1
bonu84eynx8to4noo1gep53n,6,0,a48,5,6.0,0.0,19.453,1,1
bonu84eynx8to4noo1gep53n,7,0,a49,6,6.0,1.0,8.54,1,1
bonu84eynx8to4noo1gep53n,8,0,a53,0,0.0,1.0,10.517,1,1
bonu84eynx8to4noo1gep53n,9,0,a55,1,6.0,0.0,16.716,1,1
bppynjwoe619kl445jdxl5yu,1,0,a11,4,5.0,0.0,19.738,1,1
bppynjwoe619kl445jdxl5yu,2,0,a24,4,2.0,0.0,15.797,1,1
bppynjwoe619kl445jdxl5yu,3,0,a28,7,,,,1,1
bppynjwoe619kl445jdxl5yu,4,0,a36,1,7.0,0.0,14.093,1,1
bppynjwoe619kl445jdxl5yu,5,0,a43,4,7.0,0.0,19.075,1,1
bppynjwoe619kl445jdxl5yu,6,0,a48,5,3.0,0.0,4.48,1,1
bppynjwoe619kl445jdxl5yu,7,0,a49,6,6.0,1.0,9.553,1,1
bppynjwoe619kl445jdxl5yu,8,0,a53,0,0.0,1.0,3.123,1,1
bppynjwoe619kl445jdxl5yu,9,0,a55,1,6.0,0.0,6.389,1,1
bv3rpfsnlin5i8samevinw6e,1,0,a11,4,4.0,1.0,6.644,1,1
bv3rpfsnlin5i8samevinw6e,2,0,a24,4,1.0,0.0,11.672,1,1
bv3rpfsnlin5i8samevinw6e,3,0,a28,7,7.0,1.0,6.575,1,1
bv3rpfsnlin5i8samevinw6e,4,0,a36,1,2.0,0.0,10.193,1,1
bv3rpfsnlin5i8samevinw6e,5,0,a43,4,4.0,1.0,8.464,1,1
bv3rpfsnlin5i8samevinw6e,6,0,a48,5,7.0,0.0,16.784,1,1
bv3rpfsnlin5i8samevinw6e,7,0,a49,6,6.0,1.0,7.633,1,1
bv3rpfsnlin5i8samevinw6e,8,0,a53,0,0.0,1.0,8.48,1,1
bv3rpfsnlin5i8samevinw6e,9,0,a55,1,1.0,1.0,20.847,1,1
bw6rdole1yt1jot1wgxfzimi,1,0,a11,4,5.0,0.0,20.097,1,1
bw6rdole1yt1jot1wgxfzimi,2,0,a24,4,4.0,1.0,17.621,1,1
bw6rdole1yt1jot1wgxfzimi,3,0,a28,7,7.0,1.0,16.512,1,1
bw6rdole1yt1jot1wgxfzimi,4,0,a36,1,1.0,1.0,23.787,1,1
bw6rdole1yt1jot1wgxfzimi,5,0,a43,4,1.0,0.0,21.351,1,1
bw6rdole1yt1jot1wgxfzimi,6,0,a48,5,5.0,1.0,20.522,1,1
bw6rdole1yt1jot1wgxfzimi,7,0,a49,6,2.0,0.0,14.726,1,1
bw6rdole1yt1jot1wgxfzimi,8,0,a53,0,2.0,0.0,12.601,1,1
bw6rdole1yt1jot1wgxfzimi,9,0,a55,1,4.0,0.0,24.649,1,1
byjabzdbugkiw5v2g2rhwok3,1,0,a11,4,5.0,0.0,9.604,1,1
byjabzdbugkiw5v2g2rhwok3,2,0,a24,4,1.0,0.0,13.727,1,1
byjabzdbugkiw5v2g2rhwok3,3,0,a28,7,2.0,0.0,8.427,1,1
byjabzdbugkiw5v2g2rhwok3,4,0,a36,1,1.0,1.0,13.359,1,1
byjabzdbugkiw5v2g2rhwok3,5,0,a43,4,1.0,0.0,10.972,1,1
byjabzdbugkiw5v2g2rhwok3,6,0,a48,5,7.0,0.0,13.636,1,1
byjabzdbugkiw5v2g2rhwok3,7,0,a49,6,6.0,1.0,9.419,1,1
byjabzdbugkiw5v2g2rhwok3,8,0,a53,0,6.0,0.0,11.558,1,1
byjabzdbugkiw5v2g2rhwok3,9,0,a55,1,5.0,0.0,17.164,1,1
ccizjdhpne8gyrqv46ky4uzr,1,0,a11,4,4.0,1.0,15.477,1,1
ccizjdhpne8gyrqv46ky4uzr,2,0,a24,4,4.0,1.0,24.52,1,1
ccizjdhpne8gyrqv46ky4uzr,3,0,a28,7,7.0,1.0,21.642,1,1
ccizjdhpne8gyrqv46ky4uzr,4,0,a36,1,5.0,0.0,25.895,1,1
ccizjdhpne8gyrqv46ky4uzr,5,0,a43,4,4.0,1.0,19.963,1,1
ccizjdhpne8gyrqv46ky4uzr,6,0,a48,5,7.0,0.0,25.447,1,1
ccizjdhpne8gyrqv46ky4uzr,7,0,a49,6,6.0,1.0,12.554,1,1
ccizjdhpne8gyrqv46ky4uzr,8,0,a53,0,6.0,0.0,11.405,1,1
ccizjdhpne8gyrqv46ky4uzr,9,0,a55,1,6.0,0.0,17.335,1,1
cf2exwv92q3639ajwcqxjp6h,1,0,a11,4,4.0,1.0,19.538,1,1
cf2exwv92q3639ajwcqxjp6h,2,0,a24,4,5.0,0.0,24.643,1,1
cf2exwv92q3639ajwcqxjp6h,3,0,a28,7,7.0,1.0,13.032,1,1
cf2exwv92q3639ajwcqxjp6h,4,0,a36,1,1.0,1.0,16.3,1,1
cf2exwv92q3639ajwcqxjp6h,5,0,a43,4,4.0,1.0,29.987,1,1
cf2exwv92q3639ajwcqxjp6h,6,0,a48,5,6.0,0.0,26.386,1,1
cf2exwv92q3639ajwcqxjp6h,7,0,a49,6,6.0,1.0,7.878,1,1
cf2exwv92q3639ajwcqxjp6h,8,0,a53,0,6.0,0.0,23.349,1,1
cf2exwv92q3639ajwcqxjp6h,9,0,a55,1,6.0,0.0,19.642,1,1
cgkc6pxov6542313smgbf9fn,1,0,a11,4,5.0,0.0,13.793,1,1
cgkc6pxov6542313smgbf9fn,2,0,a24,4,4.0,1.0,24.358,1,1
cgkc6pxov6542313smgbf9fn,3,0,a28,7,7.0,1.0,18.89,1,1
cgkc6pxov6542313smgbf9fn,4,0,a36,1,5.0,0.0,28.718,1,1
cgkc6pxov6542313smgbf9fn,5,0,a43,4,4.0,1.0,14.098,1,1
cgkc6pxov6542313smgbf9fn,6,0,a48,5,,,,1,1
cgkc6pxov6542313smgbf9fn,7,0,a49,6,6.0,1.0,9.614,1,1
cgkc6pxov6542313smgbf9fn,8,0,a53,0,0.0,1.0,19.701,1,1
cgkc6pxov6542313smgbf9fn,9,0,a55,1,7.0,0.0,28.873,1,1
ckqu6fi3n6f4rlwc3ews3ce8,1,0,a11,4,4.0,1.0,9.757,1,1
ckqu6fi3n6f4rlwc3ews3ce8,2,0,a24,4,1.0,0.0,9.97,1,1
ckqu6fi3n6f4rlwc3ews3ce8,3,0,a28,7,7.0,1.0,7.516,1,1
ckqu6fi3n6f4rlwc3ews3ce8,4,0,a36,1,2.0,0.0,16.569,1,1
ckqu6fi3n6f4rlwc3ews3ce8,5,0,a43,4,4.0,1.0,14.649,1,1
ckqu6fi3n6f4rlwc3ews3ce8,6,0,a48,5,6.0,0.0,14.439,1,1
ckqu6fi3n6f4rlwc3ews3ce8,7,0,a49,6,0.0,0.0,17.101,1,1
ckqu6fi3n6f4rlwc3ews3ce8,8,0,a53,0,3.0,0.0,11.828,1,1
ckqu6fi3n6f4rlwc3ews3ce8,9,0,a55,1,0.0,0.0,12.55,1,1
cujwjliz7vs2ql45auo8meze,1,0,a11,4,0.0,0.0,8.078,1,1
cujwjliz7vs2ql45auo8meze,2,0,a24,4,4.0,1.0,13.861,1,1
cujwjliz7vs2ql45auo8meze,3,0,a28,7,7.0,1.0,14.938,1,1
cujwjliz7vs2ql45auo8meze,4,0,a36,1,1.0,1.0,27.129,1,1
cujwjliz7vs2ql45auo8meze,5,0,a43,4,4.0,1.0,26.184,1,1
cujwjliz7vs2ql45auo8meze,6,0,a48,5,6.0,0.0,28.116,1,1
cujwjliz7vs2ql45auo8meze,7,0,a49,6,6.0,1.0,25.714,1,1
cujwjliz7vs2ql45auo8meze,8,0,a53,0,0.0,1.0,29.873,1,1
cujwjliz7vs2ql45auo8meze,9,0,a55,1,2.0,0.0,26.272,1,1
cuxfw7tycjvu55m9g9bt7p60,1,0,a11,4,4.0,1.0,9.126,1,1
cuxfw7tycjvu55m9g9bt7p60,2,0,a24,4,1.0,0.0,14.993,1,1
cuxfw7tycjvu55m9g9bt7p60,3,0,a28,7,7.0,1.0,4.732,1,1
cuxfw7tycjvu55m9g9bt7p60,4,0,a36,1,2.0,0.0,17.677,1,1
cuxfw7tycjvu55m9g9bt7p60,5,0,a43,4,4.0,1.0,11.06,1,1
cuxfw7tycjvu55m9g9bt7p60,6,0,a48,5,6.0,0.0,9.895,1,1
cuxfw7tycjvu55m9g9bt7p60,7,0,a49,6,6.0,1.0,7.327,1,1
cuxfw7tycjvu55m9g9bt7p60,8,0,a53,0,6.0,0.0,12.05,1,1
cuxfw7tycjvu55m9g9bt7p60,9,0,a55,1,6.0,0.0,13.482,1,1
cwjww21w8yi9x684h8ztqoty,1,0,a11,4,4.0,1.0,20.591,1,1
cwjww21w8yi9x684h8ztqoty,2,0,a24,4,3.0,0.0,18.142,1,1
cwjww21w8yi9x684h8ztqoty,3,0,a28,7,5.0,0.0,19.552,1,1
cwjww21w8yi9x684h8ztqoty,4,0,a36,1,2.0,0.0,13.115,1,1
cwjww21w8yi9x684h8ztqoty,5,0,a43,4,3.0,0.0,12.258,1,1
cwjww21w8yi9x684h8ztqoty,6,0,a48,5,7.0,0.0,11.756,1,1
cwjww21w8yi9x684h8ztqoty,7,0,a49,6,0.0,0.0,10.619,1,1
cwjww21w8yi9x684h8ztqoty,8,0,a53,0,5.0,0.0,6.164,1,1
cwjww21w8yi9x684h8ztqoty,9,0,a55,1,6.0,0.0,13.252,1,1
cxrluto8rtj5kmpjg5rg328j,1,0,a11,4,0.0,0.0,19.155,1,1
cxrluto8rtj5kmpjg5rg328j,2,0,a24,4,4.0,1.0,29.328,1,1
cxrluto8rtj5kmpjg5rg328j,3,0,a28,7,7.0,1.0,13.007,1,1
cxrluto8rtj5kmpjg5rg328j,4,0,a36,1,7.0,0.0,13.21,1,1
cxrluto8rtj5kmpjg5rg328j,5,0,a43,4,7.0,0.0,6.777,1,1
cxrluto8rtj5kmpjg5rg328j,6,0,a48,5,0.0,0.0,16.829,1,1
cxrluto8rtj5kmpjg5rg328j,7,0,a49,6,0.0,0.0,5.947,1,1
cxrluto8rtj5kmpjg5rg328j,8,0,a53,0,3.0,0.0,8.346,1,1
cxrluto8rtj5kmpjg5rg328j,9,0,a55,1,6.0,0.0,12.165,1,1
cyqcu3205ucusvdl6g60j3i9,1,0,a11,4,3.0,0.0,7.475,1,1
cyqcu3205ucusvdl6g60j3i9,2,0,a24,4,4.0,1.0,17.559,1,1
cyqcu3205ucusvdl6g60j3i9,3,0,a28,7,7.0,1.0,17.39,1,1
cyqcu3205ucusvdl6g60j3i9,4,0,a36,1,1.0,1.0,13.047,1,1
cyqcu3205ucusvdl6g60j3i9,5,0,a43,4,7.0,0.0,9.601,1,1
cyqcu3205ucusvdl6g60j3i9,6,0,a48,5,5.0,1.0,25.862,1,1
cyqcu3205ucusvdl6g60j3i9,7,0,a49,6,0.0,0.0,19.683,1,1
cyqcu3205ucusvdl6g60j3i9,8,0,a53,0,0.0,1.0,13.295,1,1
cyqcu3205ucusvdl6g60j3i9,9,0,a55,1,3.0,0.0,26.795,1,1
d4bq4ejxbk7pr3js2mbpxvnv,1,0,a11,4,4.0,1.0,22.355,1,1
d4bq4ejxbk7pr3js2mbpxvnv,2,0,a24,4,4.0,1.0,16.563,1,1
d4bq4ejxbk7pr3js2mbpxvnv,3,0,a28,7,7.0,1.0,15.517,1,1
d4bq4ejxbk7pr3js2mbpxvnv,4,0,a36,1,3.0,0.0,20.618,1,1
d4bq4ejxbk7pr3js2mbpxvnv,5,0,a43,4,4.0,1.0,19.148,1,1
d4bq4ejxbk7pr3js2mbpxvnv,6,0,a48,5,7.0,0.0,22.275,1,1
d4bq4ejxbk7pr3js2mbpxvnv,7,0,a49,6,2.0,0.0,17.718,1,1
d4bq4ejxbk7pr3js2mbpxvnv,8,0,a53,0,3.0,0.0,29.947,1,1
d4bq4ejxbk7pr3js2mbpxvnv,9,0,a55,1,6.0,0.0,14.585,1,1
d665qacqhdty2fkpz6clxzvl,1,0,a11,4,4.0,1.0,12.913,1,1
d665qacqhdty2fkpz6clxzvl,2,0,a24,4,4.0,1.0,11.862,1,1
d665qacqhdty2fkpz6clxzvl,3,0,a28,7,7.0,1.0,16.038,1,1
d665qacqhdty2fkpz6clxzvl,4,0,a36,1,1.0,1.0,28.05,1,1
d665qacqhdty2fkpz6clxzvl,5,0,a43,4,4.0,1.0,26.694,1,1
d665qacqhdty2fkpz6clxzvl,6,0,a48,5,1.0,0.0,28.729,1,1
